geometry,x,y,sample_id,assigned_file
POINT (1966422.441 7591101.978),1966422.441,7591101.978,8812,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1987163.766 7590385.228),1987163.766,7590385.228,8813,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (966530.8549 7541264.157),966530.8549,7541264.157,8814,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1299481.456 7631155.925),1299481.456,7631155.925,8815,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1722214.354 7498239.355),1722214.354,7498239.355,8816,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1068042.618 7483228.285),1068042.618,7483228.285,8817,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1930735.776 7598641.606),1930735.776,7598641.606,8818,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1856200.606 7655125.318),1856200.606,7655125.318,8819,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1993057.248 7377472.95),1993057.248,7377472.95,8820,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1603801.346 7156514.151),1603801.346,7156514.151,8821,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1416363.65 7956998.117),1416363.65,7956998.117,8822,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1602001.649 7775211.272),1602001.649,7775211.272,8823,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1899637.602 7228122.148),1899637.602,7228122.148,8824,/home/grace/FloodFiles/FPR06Bldgs_SVI_Pop_Feb2025.gdb
POINT (1485249.495 7217230.858),1485249.495,7217230.858,8825,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1178910.548 7391545.549),1178910.548,7391545.549,8826,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1869775.197 7437702.005),1869775.197,7437702.005,8827,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1752508.979 7459596.176),1752508.979,7459596.176,8828,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1577646.294 7313236.223),1577646.294,7313236.223,8829,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1871484.908 7659900.989),1871484.908,7659900.989,8830,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1568730.647 7291021.891),1568730.647,7291021.891,8831,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1642878.082 7088913.416),1642878.082,7088913.416,8832,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1646067.571 7070156.99),1646067.571,7070156.99,8833,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1402418.406 7934083.231),1402418.406,7934083.231,8834,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1153996.424 7399357.629),1153996.424,7399357.629,8835,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1185068.748 7436665.675),1185068.748,7436665.675,8836,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1441957.936 7748909.708),1441957.936,7748909.708,8837,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1540826.82 7372695.385),1540826.82,7372695.385,8838,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1618725.34 7239899.185),1618725.34,7239899.185,8839,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1329867.447 7995794.982),1329867.447,7995794.982,8840,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1839659.966 7343517.357),1839659.966,7343517.357,8841,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1426615.241 7400567.821),1426615.241,7400567.821,8842,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1743181.387 7382189.726),1743181.387,7382189.726,8843,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1347918.671 7647690.924),1347918.671,7647690.924,8844,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (2087279.384 7453843.196),2087279.384,7453843.196,8845,/home/grace/FloodFiles/FPR04Bldgs_SVI_Pop_Feb2025.gdb
POINT (2030651.56 7410908.813),2030651.56,7410908.813,8846,/home/grace/FloodFiles/FPR04Bldgs_SVI_Pop_Feb2025.gdb
POINT (1837397.375 7202493.423),1837397.375,7202493.423,8847,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1797312.514 7479157.881),1797312.514,7479157.881,8848,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1930117.512 7458269.155),1930117.512,7458269.155,8849,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1274677.137 7491363.783),1274677.137,7491363.783,8850,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1904757.012 7605457.362),1904757.012,7605457.362,8851,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1603523.12 7331288.883),1603523.12,7331288.883,8852,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1684172.939 7286192.29),1684172.939,7286192.29,8853,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1811877.689 7343544.357),1811877.689,7343544.357,8854,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1184492.499 7303033.694),1184492.499,7303033.694,8855,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1787473.461 7563479.643),1787473.461,7563479.643,8856,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1255069.599 7298888.579),1255069.599,7298888.579,8857,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1959009.366 7576139.382),1959009.366,7576139.382,8858,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (2062009.742 7503527.963),2062009.742,7503527.963,8859,/home/grace/FloodFiles/FPR04Bldgs_SVI_Pop_Feb2025.gdb
POINT (1529386.96 7255737.512),1529386.96,7255737.512,8860,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1468454.112 7875397.02),1468454.112,7875397.02,8861,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1458336.872 7791729.707),1458336.872,7791729.707,8862,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1788479.172 7446445.694),1788479.172,7446445.694,8863,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1581809.822 7715073.175),1581809.822,7715073.175,8864,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1916990.59 7189886.506),1916990.59,7189886.506,8865,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (992378.6595 7513892.908),992378.6595,7513892.908,8866,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1542150.363 7750842.921),1542150.363,7750842.921,8867,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1456846.906 7880613.45),1456846.906,7880613.45,8868,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1689287.241 7346784.484),1689287.241,7346784.484,8869,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1383907.494 7429865.301),1383907.494,7429865.301,8870,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1224515.744 7322862.839),1224515.744,7322862.839,8871,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1422809.691 7437398.899),1422809.691,7437398.899,8872,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1412090.602 7857361.289),1412090.602,7857361.289,8873,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1873078.301 7246271.908),1873078.301,7246271.908,8874,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1946415.92 7665617.901),1946415.92,7665617.901,8875,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1251404.977 7698709.614),1251404.977,7698709.614,8876,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1259804.611 7409702.565),1259804.611,7409702.565,8877,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1397559.802 7579785.167),1397559.802,7579785.167,8878,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1275778.247 8018426.19),1275778.247,8018426.19,8879,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1669876.604 7404756.056),1669876.604,7404756.056,8880,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1710108.945 7038747.932),1710108.945,7038747.932,8881,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1946158.854 7671118.629),1946158.854,7671118.629,8882,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1972047.587 7678932.91),1972047.587,7678932.91,8883,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1164648.908 7515142.011),1164648.908,7515142.011,8884,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1395680.183 7479708.102),1395680.183,7479708.102,8885,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1458819.811 7526266.206),1458819.811,7526266.206,8886,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (915313.4322 7507246.726),915313.4322,7507246.726,8887,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1971870.671 7692603.326),1971870.671,7692603.326,8888,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1498634.382 7751926.916),1498634.382,7751926.916,8889,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1530337.819 7489731.493),1530337.819,7489731.493,8890,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (2101781.875 7480395.837),2101781.875,7480395.837,8891,/home/grace/FloodFiles/FPR04Bldgs_SVI_Pop_Feb2025.gdb
POINT (1621540.61 7767359.888),1621540.61,7767359.888,8892,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1602713.834 7486290.333),1602713.834,7486290.333,8893,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1491420.918 7579787.439),1491420.918,7579787.439,8894,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1284432.889 7794207.136),1284432.889,7794207.136,8895,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1434012.877 7506056.389),1434012.877,7506056.389,8896,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (2052380.38 7657902.56),2052380.38,7657902.56,8897,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1235232.114 7915260.716),1235232.114,7915260.716,8898,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1742462.485 7470218.983),1742462.485,7470218.983,8899,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1151393.03 7438821.127),1151393.03,7438821.127,8900,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (2008454.791 7723009.4),2008454.791,7723009.4,8901,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1920181.782 7690521.295),1920181.782,7690521.295,8902,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1382093.759 7895381.16),1382093.759,7895381.16,8903,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1453371.355 7679772.033),1453371.355,7679772.033,8904,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1993157.901 7379917.684),1993157.901,7379917.684,8905,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1041170.103 7483903.632),1041170.103,7483903.632,8906,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1781417.315 7449151.413),1781417.315,7449151.413,8907,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1405904.159 7576462.657),1405904.159,7576462.657,8908,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1996778.868 7517721.121),1996778.868,7517721.121,8909,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1220832.649 7593775.978),1220832.649,7593775.978,8910,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1339590.035 7406824.695),1339590.035,7406824.695,8911,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1647897.326 7630003.614),1647897.326,7630003.614,8912,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1910522.239 7608973.507),1910522.239,7608973.507,8913,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1238172.513 7522803.642),1238172.513,7522803.642,8914,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1067530.569 7349606.716),1067530.569,7349606.716,8915,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1739013.704 7442717.793),1739013.704,7442717.793,8916,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1189850.207 7409021.784),1189850.207,7409021.784,8917,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1548409.409 7404478.141),1548409.409,7404478.141,8918,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1304016.871 7771865.181),1304016.871,7771865.181,8919,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1912274.873 7439164.491),1912274.873,7439164.491,8920,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1558210.097 7363492.071),1558210.097,7363492.071,8921,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1037808.999 7396905.154),1037808.999,7396905.154,8922,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (997490.7533 7530927.547),997490.7533,7530927.547,8923,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (2047180.068 7671895.068),2047180.068,7671895.068,8924,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1995302.797 7616801.998),1995302.797,7616801.998,8925,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1814855.952 7487592.536),1814855.952,7487592.536,8926,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1839494.078 7697682.915),1839494.078,7697682.915,8927,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1619552.725 7564379.873),1619552.725,7564379.873,8928,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (2102322.2 7433372.852),2102322.2,7433372.852,8929,/home/grace/FloodFiles/FPR04Bldgs_SVI_Pop_Feb2025.gdb
POINT (1330945.486 7355536.655),1330945.486,7355536.655,8930,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1329451.556 7311701.739),1329451.556,7311701.739,8931,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1804326.653 7201048.541),1804326.653,7201048.541,8932,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1129787.253 7407874.406),1129787.253,7407874.406,8933,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1839155.251 7589842.948),1839155.251,7589842.948,8934,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1121128.822 7255490.741),1121128.822,7255490.741,8935,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1072953.468 7289521.644),1072953.468,7289521.644,8936,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1047245.978 7456830.856),1047245.978,7456830.856,8937,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1512456.568 7731238.484),1512456.568,7731238.484,8938,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1825651.013 7324300.175),1825651.013,7324300.175,8939,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1577564.308 6994433.37),1577564.308,6994433.37,8940,/home/grace/FloodFiles/FPR15Bldgs_SVI_Pop_Feb2025.gdb
POINT (1626501.061 7017627.765),1626501.061,7017627.765,8941,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1640923.688 7337359.319),1640923.688,7337359.319,8942,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1711782.044 7440157.399),1711782.044,7440157.399,8943,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1472543.97 7822897.608),1472543.97,7822897.608,8944,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (2067950.125 7360018.047),2067950.125,7360018.047,8945,/home/grace/FloodFiles/FPR04Bldgs_SVI_Pop_Feb2025.gdb
POINT (1389735.476 7783569.849),1389735.476,7783569.849,8946,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1740028.971 7352964.402),1740028.971,7352964.402,8947,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1632055.928 7374436.025),1632055.928,7374436.025,8948,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1657002.171 7332765.626),1657002.171,7332765.626,8949,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1900861.54 7210093.288),1900861.54,7210093.288,8950,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1167427.091 7540111.456),1167427.091,7540111.456,8951,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1895544.629 7459813.115),1895544.629,7459813.115,8952,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1131461.692 7273339.198),1131461.692,7273339.198,8953,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1079625.201 7296257.657),1079625.201,7296257.657,8954,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1233037.781 7369333.734),1233037.781,7369333.734,8955,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1566916.825 7564254.476),1566916.825,7564254.476,8956,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (2018260.862 7298939.402),2018260.862,7298939.402,8957,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1138765.713 7368466.91),1138765.713,7368466.91,8958,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1903336.078 7727898.553),1903336.078,7727898.553,8959,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1526691.665 7236152.41),1526691.665,7236152.41,8960,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1723680.334 7358727.715),1723680.334,7358727.715,8961,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1374428.759 7711770.34),1374428.759,7711770.34,8962,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1733701.195 7200535.558),1733701.195,7200535.558,8963,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1641681.876 7004438.681),1641681.876,7004438.681,8964,/home/grace/FloodFiles/FPR15Bldgs_SVI_Pop_Feb2025.gdb
POINT (1227801.315 7553290.657),1227801.315,7553290.657,8965,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1456054.399 7786519.945),1456054.399,7786519.945,8966,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1065796.103 7392499.131),1065796.103,7392499.131,8967,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1894141.604 7274850.673),1894141.604,7274850.673,8968,/home/grace/FloodFiles/FPR06Bldgs_SVI_Pop_Feb2025.gdb
POINT (1437248.114 7655627.9),1437248.114,7655627.9,8969,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1529675.423 7361254.489),1529675.423,7361254.489,8970,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1734787.78 7245087.272),1734787.78,7245087.272,8971,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1277502.579 7413788.586),1277502.579,7413788.586,8972,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1412292.561 7634915.468),1412292.561,7634915.468,8973,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1713139.735 7337298.34),1713139.735,7337298.34,8974,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1714996.436 7011239.067),1714996.436,7011239.067,8975,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1931573.863 7464561.272),1931573.863,7464561.272,8976,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (2011114.662 7349641.945),2011114.662,7349641.945,8977,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1387595.627 7272697.26),1387595.627,7272697.26,8978,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1575863.759 7211571.302),1575863.759,7211571.302,8979,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1652483.991 6996974.622),1652483.991,6996974.622,8980,/home/grace/FloodFiles/FPR15Bldgs_SVI_Pop_Feb2025.gdb
POINT (1595948.959 7705542.404),1595948.959,7705542.404,8981,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1692850.894 7091572.101),1692850.894,7091572.101,8982,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1738003.966 6881242.974),1738003.966,6881242.974,8983,/home/grace/FloodFiles/FPR15Bldgs_SVI_Pop_Feb2025.gdb
POINT (1658553.943 7669366.351),1658553.943,7669366.351,8984,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1931680.181 7608532.393),1931680.181,7608532.393,8985,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1990112.141 7517733.976),1990112.141,7517733.976,8986,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1735681.208 6983261.928),1735681.208,6983261.928,8987,/home/grace/FloodFiles/FPR15Bldgs_SVI_Pop_Feb2025.gdb
POINT (1542203.575 7062297.63),1542203.575,7062297.63,8988,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (2051989.891 7320775.192),2051989.891,7320775.192,8989,/home/grace/FloodFiles/FPR05Bldgs_SVI_Pop_Feb2025.gdb
POINT (1854452.531 7567027.438),1854452.531,7567027.438,8990,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1130020.742 7487945.584),1130020.742,7487945.584,8991,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1576630.285 7164369.617),1576630.285,7164369.617,8992,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1752807.877 6866496.754),1752807.877,6866496.754,8993,/home/grace/FloodFiles/FPR15Bldgs_SVI_Pop_Feb2025.gdb
POINT (1406766.441 7869863.285),1406766.441,7869863.285,8994,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1748757.237 7284765.922),1748757.237,7284765.922,8995,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1423202.352 7467194.082),1423202.352,7467194.082,8996,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1699584.216 7633692.091),1699584.216,7633692.091,8997,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1926314.732 7281949.148),1926314.732,7281949.148,8998,/home/grace/FloodFiles/FPR05Bldgs_SVI_Pop_Feb2025.gdb
POINT (1678522.78 7225602.675),1678522.78,7225602.675,8999,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1279320.889 7570736.95),1279320.889,7570736.95,9000,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1325092.633 7320183.693),1325092.633,7320183.693,9001,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1277077.407 7580896.806),1277077.407,7580896.806,9002,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1768214.304 7737311.074),1768214.304,7737311.074,9003,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1781211.669 7398348.948),1781211.669,7398348.948,9004,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1735271.798 7541183.347),1735271.798,7541183.347,9005,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
